Image1,Image2,Label
dataset/144/44.png,dataset/1641/24.png,0
dataset/777/63.png,dataset/777/4.png,1
dataset/1710/54.png,dataset/1710/13.png,1
dataset/1614/9.png,dataset/1614/61.png,1
dataset/181/54.png,dataset/652/41.png,0
dataset/1810/58.png,dataset/1719/12.png,0
dataset/1916/27.png,dataset/1916/4.png,1
dataset/705/14.png,dataset/705/15.png,1
dataset/1077/6.png,dataset/1077/28.png,1
dataset/528/54.png,dataset/198/14.png,0
dataset/1264/5.png,dataset/1350/13.png,0
dataset/587/64.png,dataset/587/9.png,1
dataset/1869/6.png,dataset/1287/62.png,0
dataset/488/5.png,dataset/305/22.png,0
dataset/27/5.png,dataset/27/0.png,1
dataset/1582/66.png,dataset/1910/37.png,0
dataset/667/56.png,dataset/344/5.png,0
dataset/581/32.png,dataset/994/2.png,0
dataset/45/23.png,dataset/1964/65.png,0
dataset/1147/49.png,dataset/1420/30.png,0
dataset/1017/12.png,dataset/511/52.png,0
dataset/1872/30.png,dataset/1872/21.png,1
dataset/592/49.png,dataset/1008/59.png,0
dataset/554/6.png,dataset/1007/61.png,0
dataset/303/56.png,dataset/422/56.png,0
dataset/33/7.png,dataset/1501/67.png,0
dataset/1844/37.png,dataset/1111/50.png,0
dataset/1338/1.png,dataset/1338/55.png,1
dataset/1186/41.png,dataset/685/55.png,0
dataset/1773/8.png,dataset/1305/55.png,0
dataset/400/51.png,dataset/1427/18.png,0
dataset/859/44.png,dataset/859/57.png,1
dataset/1104/14.png,dataset/963/60.png,0
dataset/1641/9.png,dataset/428/68.png,0
dataset/995/67.png,dataset/995/15.png,1
dataset/1208/66.png,dataset/1208/46.png,1
dataset/368/16.png,dataset/1171/69.png,0
dataset/1877/9.png,dataset/1877/51.png,1
dataset/1214/47.png,dataset/1214/56.png,1
dataset/1317/33.png,dataset/1317/59.png,1
dataset/303/29.png,dataset/1531/34.png,0
dataset/1340/37.png,dataset/1712/5.png,0
dataset/1230/42.png,dataset/1230/18.png,1
dataset/735/48.png,dataset/735/33.png,1
dataset/1297/62.png,dataset/1325/48.png,0
dataset/1423/24.png,dataset/1626/13.png,0
dataset/1994/11.png,dataset/595/46.png,0
dataset/225/64.png,dataset/233/24.png,0
dataset/852/69.png,dataset/852/11.png,1
dataset/393/42.png,dataset/393/44.png,1
dataset/673/56.png,dataset/673/14.png,1
dataset/367/23.png,dataset/644/19.png,0
dataset/26/51.png,dataset/26/10.png,1
dataset/435/16.png,dataset/584/2.png,0
dataset/1293/55.png,dataset/1295/49.png,0
dataset/618/65.png,dataset/1471/45.png,0
dataset/1456/47.png,dataset/1842/51.png,0
dataset/1560/11.png,dataset/1560/38.png,1
dataset/976/55.png,dataset/976/44.png,1
dataset/583/1.png,dataset/583/28.png,1
dataset/1887/11.png,dataset/1887/56.png,1
dataset/1063/51.png,dataset/1063/13.png,1
dataset/1534/50.png,dataset/1534/55.png,1
dataset/699/46.png,dataset/699/21.png,1
dataset/1218/15.png,dataset/1218/29.png,1
dataset/1631/17.png,dataset/1529/20.png,0
dataset/72/44.png,dataset/1074/12.png,0
dataset/22/10.png,dataset/22/40.png,1
dataset/1864/26.png,dataset/1864/56.png,1
dataset/1650/4.png,dataset/1650/42.png,1
dataset/175/65.png,dataset/175/24.png,1
dataset/1141/62.png,dataset/1141/57.png,1
dataset/1300/4.png,dataset/94/35.png,0
dataset/1499/29.png,dataset/1499/53.png,1
dataset/187/17.png,dataset/187/43.png,1
dataset/585/0.png,dataset/585/16.png,1
dataset/280/35.png,dataset/280/37.png,1
dataset/103/36.png,dataset/1448/43.png,0
dataset/1997/65.png,dataset/1997/5.png,1
dataset/1247/28.png,dataset/1247/63.png,1
dataset/859/36.png,dataset/1814/8.png,0
dataset/643/56.png,dataset/1597/36.png,0
dataset/418/5.png,dataset/574/33.png,0
dataset/832/17.png,dataset/1884/51.png,0
dataset/186/2.png,dataset/186/49.png,1
dataset/862/7.png,dataset/1417/65.png,0
dataset/313/12.png,dataset/441/15.png,0
dataset/1813/70.png,dataset/1813/0.png,1
dataset/1088/35.png,dataset/1088/67.png,1
dataset/120/64.png,dataset/120/36.png,1
dataset/195/33.png,dataset/195/52.png,1
dataset/1936/22.png,dataset/1936/37.png,1
dataset/164/9.png,dataset/164/20.png,1
dataset/1461/60.png,dataset/1461/66.png,1
dataset/1213/12.png,dataset/1213/28.png,1
dataset/506/51.png,dataset/506/64.png,1
dataset/1593/56.png,dataset/1593/14.png,1
dataset/902/25.png,dataset/902/12.png,1
dataset/1923/33.png,dataset/1590/33.png,0
dataset/1126/37.png,dataset/1666/8.png,0
dataset/1329/51.png,dataset/1329/45.png,1
dataset/1454/32.png,dataset/1336/8.png,0
dataset/1897/66.png,dataset/1126/43.png,0
dataset/1270/36.png,dataset/1088/55.png,0
dataset/777/29.png,dataset/777/3.png,1
dataset/106/19.png,dataset/613/1.png,0
dataset/1225/42.png,dataset/1581/17.png,0
dataset/1366/68.png,dataset/195/21.png,0
dataset/79/11.png,dataset/1021/11.png,0
dataset/251/11.png,dataset/251/4.png,1
dataset/1491/43.png,dataset/1233/37.png,0
dataset/1152/39.png,dataset/1152/1.png,1
dataset/436/0.png,dataset/1004/39.png,0
dataset/488/29.png,dataset/488/22.png,1
dataset/378/68.png,dataset/378/32.png,1
dataset/1603/38.png,dataset/188/1.png,0
dataset/122/17.png,dataset/1745/8.png,0
dataset/1842/21.png,dataset/1937/50.png,0
dataset/1486/2.png,dataset/1578/48.png,0
dataset/1989/47.png,dataset/1989/49.png,1
dataset/848/54.png,dataset/848/49.png,1
dataset/166/38.png,dataset/1394/66.png,0
dataset/343/22.png,dataset/343/6.png,1
dataset/1508/68.png,dataset/1508/0.png,1
dataset/1125/44.png,dataset/748/32.png,0
dataset/728/36.png,dataset/1606/53.png,0
dataset/504/67.png,dataset/504/30.png,1
dataset/657/23.png,dataset/657/9.png,1
dataset/1537/40.png,dataset/1537/15.png,1
dataset/767/29.png,dataset/1642/45.png,0
dataset/1854/21.png,dataset/651/19.png,0
dataset/26/6.png,dataset/26/56.png,1
dataset/1537/15.png,dataset/1537/36.png,1
dataset/1238/27.png,dataset/1536/33.png,0
dataset/512/39.png,dataset/512/37.png,1
dataset/1284/62.png,dataset/1284/54.png,1
dataset/1103/19.png,dataset/1103/18.png,1
dataset/1745/27.png,dataset/1745/70.png,1
dataset/761/40.png,dataset/1866/29.png,0
dataset/826/14.png,dataset/826/26.png,1
dataset/343/3.png,dataset/1436/57.png,0
dataset/184/27.png,dataset/642/12.png,0
dataset/1770/28.png,dataset/1770/56.png,1
dataset/1855/55.png,dataset/1327/69.png,0
dataset/46/16.png,dataset/46/56.png,1
dataset/1916/50.png,dataset/395/14.png,0
dataset/268/59.png,dataset/268/61.png,1
dataset/1854/70.png,dataset/1854/55.png,1
dataset/720/67.png,dataset/534/21.png,0
dataset/185/20.png,dataset/185/41.png,1
dataset/1411/69.png,dataset/1411/10.png,1
dataset/1377/37.png,dataset/1377/13.png,1
dataset/1128/67.png,dataset/1484/44.png,0
dataset/1595/7.png,dataset/1209/22.png,0
dataset/1038/65.png,dataset/1038/54.png,1
dataset/1299/24.png,dataset/1299/29.png,1
dataset/1823/42.png,dataset/1823/44.png,1
dataset/733/39.png,dataset/1869/15.png,0
dataset/149/33.png,dataset/457/13.png,0
dataset/1557/33.png,dataset/1557/36.png,1
dataset/130/28.png,dataset/130/42.png,1
dataset/392/9.png,dataset/1720/39.png,0
dataset/1996/17.png,dataset/1996/69.png,1
dataset/148/31.png,dataset/1574/16.png,0
dataset/560/71.png,dataset/560/54.png,1
dataset/740/35.png,dataset/740/12.png,1
dataset/298/44.png,dataset/443/5.png,0
dataset/476/70.png,dataset/1625/58.png,0
dataset/262/60.png,dataset/1067/37.png,0
dataset/809/38.png,dataset/1483/44.png,0
dataset/69/10.png,dataset/237/55.png,0
dataset/516/48.png,dataset/516/42.png,1
dataset/1442/41.png,dataset/1050/37.png,0
dataset/1985/33.png,dataset/1985/47.png,1
dataset/209/44.png,dataset/209/33.png,1
dataset/1132/35.png,dataset/1132/33.png,1
dataset/353/54.png,dataset/711/39.png,0
dataset/1650/32.png,dataset/1650/66.png,1
dataset/1490/28.png,dataset/1806/59.png,0
dataset/1720/2.png,dataset/495/28.png,0
dataset/280/23.png,dataset/1021/65.png,0
dataset/1270/1.png,dataset/1270/15.png,1
dataset/270/37.png,dataset/1925/65.png,0
dataset/857/54.png,dataset/1259/51.png,0
dataset/1182/41.png,dataset/388/52.png,0
dataset/920/3.png,dataset/920/59.png,1
dataset/1399/18.png,dataset/1399/13.png,1
dataset/1198/38.png,dataset/1198/52.png,1
dataset/1649/4.png,dataset/956/64.png,0
dataset/247/14.png,dataset/247/60.png,1
dataset/1195/25.png,dataset/147/39.png,0
dataset/1369/0.png,dataset/634/51.png,0
dataset/327/71.png,dataset/1522/37.png,0
dataset/937/63.png,dataset/937/24.png,1
dataset/520/16.png,dataset/520/17.png,1
dataset/1304/15.png,dataset/1304/47.png,1
dataset/291/57.png,dataset/291/66.png,1
dataset/248/14.png,dataset/142/5.png,0
dataset/205/30.png,dataset/205/53.png,1
dataset/1584/20.png,dataset/372/40.png,0
dataset/1414/15.png,dataset/806/42.png,0
dataset/976/0.png,dataset/994/8.png,0
dataset/1367/31.png,dataset/182/8.png,0
dataset/1800/22.png,dataset/415/47.png,0
dataset/638/13.png,dataset/500/38.png,0
dataset/940/37.png,dataset/1137/9.png,0
dataset/1406/12.png,dataset/537/43.png,0
dataset/1466/66.png,dataset/1831/20.png,0
dataset/903/19.png,dataset/597/24.png,0
dataset/8/71.png,dataset/8/34.png,1
dataset/1681/18.png,dataset/1398/38.png,0
dataset/158/17.png,dataset/1854/30.png,0
dataset/1546/46.png,dataset/1546/10.png,1
dataset/1765/6.png,dataset/1963/39.png,0
dataset/1788/66.png,dataset/1788/70.png,1
dataset/296/47.png,dataset/296/6.png,1
dataset/864/50.png,dataset/1942/12.png,0
dataset/1499/16.png,dataset/1499/11.png,1
dataset/665/37.png,dataset/1759/32.png,0
dataset/1683/62.png,dataset/1724/39.png,0
dataset/1077/3.png,dataset/1477/19.png,0
dataset/198/58.png,dataset/198/62.png,1
dataset/1343/48.png,dataset/1343/7.png,1
dataset/430/36.png,dataset/1682/69.png,0
dataset/1712/14.png,dataset/947/35.png,0
dataset/213/61.png,dataset/1717/56.png,0
dataset/275/7.png,dataset/275/0.png,1
dataset/1298/26.png,dataset/1159/13.png,0
dataset/368/26.png,dataset/572/28.png,0
dataset/107/11.png,dataset/107/69.png,1
dataset/837/38.png,dataset/1402/48.png,0
dataset/727/41.png,dataset/727/51.png,1
dataset/244/65.png,dataset/244/61.png,1
dataset/1805/65.png,dataset/1805/3.png,1
dataset/647/67.png,dataset/647/66.png,1
dataset/1726/54.png,dataset/1726/40.png,1
dataset/481/7.png,dataset/481/59.png,1
dataset/198/64.png,dataset/198/17.png,1
dataset/1114/13.png,dataset/1114/30.png,1
dataset/318/69.png,dataset/1631/62.png,0
dataset/1723/68.png,dataset/490/5.png,0
dataset/623/40.png,dataset/623/66.png,1
dataset/1538/61.png,dataset/101/41.png,0
dataset/450/29.png,dataset/1964/37.png,0
dataset/1035/68.png,dataset/1467/37.png,0
dataset/1348/9.png,dataset/1348/48.png,1
dataset/931/31.png,dataset/931/61.png,1
dataset/430/16.png,dataset/245/28.png,0
dataset/188/25.png,dataset/188/24.png,1
dataset/1250/32.png,dataset/1250/13.png,1
dataset/474/18.png,dataset/68/50.png,0
dataset/166/43.png,dataset/166/66.png,1
dataset/1946/56.png,dataset/1640/26.png,0
dataset/1167/3.png,dataset/1167/26.png,1
dataset/1824/46.png,dataset/1946/35.png,0
dataset/587/32.png,dataset/791/13.png,0
dataset/1350/58.png,dataset/15/8.png,0
dataset/1721/52.png,dataset/274/56.png,0
dataset/1458/59.png,dataset/1001/14.png,0
dataset/1815/7.png,dataset/1252/48.png,0
dataset/93/65.png,dataset/1353/11.png,0
dataset/1848/41.png,dataset/1488/21.png,0
dataset/1166/65.png,dataset/1166/4.png,1
dataset/189/68.png,dataset/76/17.png,0
dataset/843/44.png,dataset/843/10.png,1
dataset/1373/53.png,dataset/1373/50.png,1
dataset/274/22.png,dataset/274/30.png,1
dataset/498/30.png,dataset/1192/66.png,0
dataset/370/51.png,dataset/213/45.png,0
dataset/1746/66.png,dataset/1746/39.png,1
dataset/1665/16.png,dataset/1853/29.png,0
dataset/1325/52.png,dataset/1325/26.png,1
dataset/716/41.png,dataset/1344/14.png,0
dataset/1264/52.png,dataset/1264/9.png,1
dataset/1553/31.png,dataset/1664/53.png,0
dataset/1151/71.png,dataset/1483/6.png,0
dataset/1035/28.png,dataset/1035/11.png,1
dataset/131/28.png,dataset/653/35.png,0
dataset/1847/43.png,dataset/1847/52.png,1
dataset/1498/2.png,dataset/1498/26.png,1
dataset/75/38.png,dataset/75/58.png,1
dataset/1576/15.png,dataset/1201/63.png,0
dataset/35/14.png,dataset/1657/48.png,0
dataset/1064/25.png,dataset/1064/52.png,1
dataset/1280/65.png,dataset/306/24.png,0
dataset/1230/48.png,dataset/1230/5.png,1
dataset/628/37.png,dataset/628/59.png,1
dataset/967/57.png,dataset/967/50.png,1
dataset/1801/55.png,dataset/1085/44.png,0
dataset/1280/68.png,dataset/1280/54.png,1
dataset/910/71.png,dataset/1566/21.png,0
dataset/684/21.png,dataset/684/44.png,1
dataset/1493/3.png,dataset/1493/27.png,1
dataset/1506/41.png,dataset/1788/31.png,0
dataset/974/38.png,dataset/1458/38.png,0
dataset/436/14.png,dataset/436/70.png,1
dataset/744/57.png,dataset/744/34.png,1
dataset/1482/29.png,dataset/1482/25.png,1
dataset/101/50.png,dataset/1624/31.png,0
dataset/1401/33.png,dataset/1401/39.png,1
dataset/1874/16.png,dataset/693/11.png,0
dataset/345/55.png,dataset/1914/18.png,0
dataset/802/63.png,dataset/321/19.png,0
dataset/1566/33.png,dataset/1446/70.png,0
dataset/1897/33.png,dataset/1897/69.png,1
dataset/486/0.png,dataset/873/17.png,0
dataset/1106/55.png,dataset/1106/20.png,1
dataset/1245/68.png,dataset/1487/9.png,0
dataset/1258/53.png,dataset/1258/19.png,1
dataset/850/56.png,dataset/484/61.png,0
dataset/1077/2.png,dataset/1077/45.png,1
dataset/707/43.png,dataset/605/10.png,0
dataset/826/14.png,dataset/826/58.png,1
dataset/1724/15.png,dataset/148/68.png,0
dataset/1627/51.png,dataset/1461/0.png,0
dataset/483/30.png,dataset/483/46.png,1
dataset/158/52.png,dataset/158/10.png,1
dataset/464/41.png,dataset/1711/57.png,0
dataset/1990/25.png,dataset/1990/15.png,1
dataset/1731/67.png,dataset/707/29.png,0
dataset/1855/4.png,dataset/1109/18.png,0
dataset/1512/58.png,dataset/657/30.png,0
dataset/1104/68.png,dataset/1104/67.png,1
dataset/1014/69.png,dataset/715/37.png,0
dataset/1369/56.png,dataset/174/32.png,0
dataset/1314/68.png,dataset/53/11.png,0
dataset/1731/29.png,dataset/1731/32.png,1
dataset/368/28.png,dataset/886/67.png,0
dataset/1910/50.png,dataset/251/43.png,0
dataset/1823/46.png,dataset/1823/38.png,1
dataset/1857/19.png,dataset/1857/33.png,1
dataset/1569/71.png,dataset/1569/40.png,1
dataset/882/36.png,dataset/882/22.png,1
dataset/606/23.png,dataset/606/55.png,1
dataset/1130/52.png,dataset/1130/38.png,1
dataset/1420/61.png,dataset/1807/40.png,0
dataset/112/7.png,dataset/112/11.png,1
dataset/1381/41.png,dataset/1381/49.png,1
dataset/1465/67.png,dataset/1095/38.png,0
dataset/272/12.png,dataset/272/4.png,1
dataset/942/60.png,dataset/942/52.png,1
dataset/1071/7.png,dataset/1071/36.png,1
dataset/775/25.png,dataset/775/18.png,1
dataset/1182/26.png,dataset/1764/54.png,0
dataset/236/25.png,dataset/236/4.png,1
dataset/1742/42.png,dataset/1176/26.png,0
dataset/1416/22.png,dataset/1416/43.png,1
dataset/945/16.png,dataset/945/65.png,1
dataset/69/30.png,dataset/439/51.png,0
dataset/2/20.png,dataset/717/39.png,0
dataset/1764/6.png,dataset/1764/58.png,1
dataset/66/29.png,dataset/66/9.png,1
dataset/1769/15.png,dataset/1238/1.png,0
dataset/281/51.png,dataset/152/34.png,0
dataset/1710/30.png,dataset/788/47.png,0
dataset/1705/64.png,dataset/1340/49.png,0
dataset/1310/7.png,dataset/1748/70.png,0
dataset/1165/25.png,dataset/842/11.png,0
dataset/1026/12.png,dataset/1026/41.png,1
dataset/1467/20.png,dataset/1060/12.png,0
dataset/1162/23.png,dataset/1162/11.png,1
dataset/1167/8.png,dataset/1503/61.png,0
dataset/599/61.png,dataset/599/51.png,1
dataset/473/44.png,dataset/213/31.png,0
dataset/247/29.png,dataset/280/61.png,0
dataset/1053/65.png,dataset/1053/35.png,1
dataset/1707/4.png,dataset/1707/54.png,1
dataset/1135/26.png,dataset/1135/57.png,1
dataset/195/19.png,dataset/195/69.png,1
dataset/418/7.png,dataset/418/18.png,1
dataset/593/45.png,dataset/593/52.png,1
dataset/1160/17.png,dataset/463/22.png,0
dataset/1957/30.png,dataset/1957/64.png,1
dataset/704/8.png,dataset/704/67.png,1
dataset/927/42.png,dataset/927/57.png,1
dataset/1089/45.png,dataset/1089/36.png,1
dataset/1125/68.png,dataset/1125/56.png,1
dataset/235/45.png,dataset/976/56.png,0
dataset/1856/51.png,dataset/1856/58.png,1
dataset/1263/11.png,dataset/62/0.png,0
dataset/1718/36.png,dataset/945/59.png,0
dataset/646/71.png,dataset/646/53.png,1
dataset/1939/32.png,dataset/1939/27.png,1
dataset/1675/5.png,dataset/1675/2.png,1
dataset/77/65.png,dataset/851/58.png,0
dataset/876/52.png,dataset/1966/42.png,0
dataset/486/24.png,dataset/486/21.png,1
dataset/253/20.png,dataset/253/10.png,1
dataset/1384/27.png,dataset/1384/8.png,1
dataset/970/25.png,dataset/1578/1.png,0
dataset/1942/62.png,dataset/1942/56.png,1
dataset/213/56.png,dataset/1175/39.png,0
dataset/1407/40.png,dataset/570/49.png,0
dataset/511/67.png,dataset/511/37.png,1
dataset/1466/29.png,dataset/1466/64.png,1
dataset/680/15.png,dataset/680/7.png,1
dataset/1881/31.png,dataset/1479/34.png,0
dataset/1505/0.png,dataset/1125/9.png,0
dataset/202/20.png,dataset/1450/64.png,0
dataset/1067/66.png,dataset/1067/43.png,1
dataset/1423/63.png,dataset/1423/12.png,1
dataset/614/69.png,dataset/1404/38.png,0
dataset/1116/8.png,dataset/1212/1.png,0
dataset/134/42.png,dataset/134/17.png,1
dataset/1501/40.png,dataset/1501/65.png,1
dataset/295/13.png,dataset/1836/40.png,0
dataset/1911/2.png,dataset/1911/40.png,1
dataset/1903/7.png,dataset/1569/68.png,0
dataset/1515/60.png,dataset/767/25.png,0
dataset/914/6.png,dataset/914/26.png,1
dataset/1737/9.png,dataset/1982/15.png,0
dataset/788/43.png,dataset/788/31.png,1
dataset/1703/50.png,dataset/1703/4.png,1
dataset/54/66.png,dataset/54/5.png,1
dataset/1575/19.png,dataset/982/35.png,0
dataset/1281/20.png,dataset/1854/70.png,0
dataset/1520/9.png,dataset/1520/48.png,1
dataset/1838/57.png,dataset/1838/26.png,1
dataset/1319/64.png,dataset/435/22.png,0
dataset/1098/66.png,dataset/305/29.png,0
